Pseudo-terminal will not be allocated because stdin is not a terminal.
Warning: Permanently added '[a.pinggy.io]:443' (RSA) to the list of known hosts.
Allocated port 6 for remote forward to localhost:3000
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://dqphk-182-95-186-78.run.pinggy-free.link
http://edcza-182-95-186-78.free.pinggy.net
https://dqphk-182-95-186-78.run.pinggy-free.link
https://edcza-182-95-186-78.free.pinggy.net

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 0, SB: 0, TC: 0, AC: 0               
RB: 399, SB: 288, TC: 1, AC: 1               
RB: 399, SB: 288, TC: 1, AC: 0               
RB: 399, SB: 288, TC: 2, AC: 1               
RB: 399, SB: 288, TC: 1, AC: 0               
RB: 399, SB: 288, TC: 1, AC: 4294967295               
RB: 399, SB: 288, TC: 2, AC: 0               
RB: 399, SB: 288, TC: 2, AC: 4294967295               
RB: 399, SB: 288, TC: 3, AC: 0               
RB: 27797, SB: 17024, TC: 42, AC: 3               
RB: 27797, SB: 17024, TC: 42, AC: 3               
RB: 27797, SB: 17024, TC: 42, AC: 3               
RB: 28383, SB: 17294, TC: 43, AC: 4               
RB: 28516, SB: 17446, TC: 43, AC: 4               
RB: 28628, SB: 17598, TC: 43, AC: 4               
RB: 28628, SB: 17598, TC: 43, AC: 3               
RB: 28754, SB: 17778, TC: 43, AC: 3               
RB: 28754, SB: 17781, TC: 43, AC: 3               
RB: 28761, SB: 17781, TC: 43, AC: 3               
RB: 28761, SB: 17781, TC: 43, AC: 2               
RB: 28761, SB: 17781, TC: 44, AC: 3               
RB: 28858, SB: 17903, TC: 43, AC: 3               
RB: 28865, SB: 17906, TC: 43, AC: 3               
RB: 28872, SB: 17909, TC: 43, AC: 3               
RB: 28879, SB: 17912, TC: 43, AC: 3               
RB: 28879, SB: 17915, TC: 43, AC: 3               
RB: 28886, SB: 17915, TC: 43, AC: 3               
RB: 28893, SB: 17918, TC: 43, AC: 3               
RB: 28893, SB: 17921, TC: 43, AC: 3               
RB: 28900, SB: 17921, TC: 43, AC: 3               
RB: 28907, SB: 17924, TC: 43, AC: 3               
RB: 28907, SB: 17927, TC: 43, AC: 3               
RB: 28914, SB: 17927, TC: 43, AC: 3               
RB: 28921, SB: 17930, TC: 43, AC: 3               
RB: 28928, SB: 17933, TC: 43, AC: 3               
RB: 28928, SB: 17933, TC: 43, AC: 2               
RB: 28928, SB: 17933, TC: 44, AC: 3               
RB: 28935, SB: 17936, TC: 43, AC: 3               
RB: 28935, SB: 17936, TC: 43, AC: 2               
RB: 28935, SB: 17936, TC: 43, AC: 2               
RB: 28935, SB: 17936, TC: 43, AC: 2               
RB: 29458, SB: 18206, TC: 44, AC: 3               
RB: 29589, SB: 18354, TC: 44, AC: 3               
RB: 29596, SB: 18357, TC: 44, AC: 3               
RB: 29596, SB: 18360, TC: 44, AC: 3               
RB: 29603, SB: 18360, TC: 44, AC: 3               
RB: 29603, SB: 18363, TC: 44, AC: 3               
RB: 29610, SB: 18363, TC: 44, AC: 3               
RB: 29617, SB: 18366, TC: 44, AC: 3               
RB: 29624, SB: 18369, TC: 44, AC: 3               
RB: 29624, SB: 18372, TC: 44, AC: 3               
RB: 29624, SB: 18375, TC: 44, AC: 3               
RB: 29631, SB: 18375, TC: 44, AC: 3               
RB: 29631, SB: 18377, TC: 44, AC: 3               
RB: 29631, SB: 18380, TC: 44, AC: 3               
RB: 29638, SB: 18380, TC: 44, AC: 3               
RB: 29638, SB: 18383, TC: 44, AC: 3               
RB: 29645, SB: 18383, TC: 44, AC: 3               
RB: 29645, SB: 18386, TC: 44, AC: 3               
RB: 29652, SB: 18386, TC: 44, AC: 3               
RB: 29652, SB: 18386, TC: 44, AC: 2               
RB: 29652, SB: 18386, TC: 45, AC: 3               
RB: 29652, SB: 18386, TC: 44, AC: 2               
RB: 29659, SB: 18389, TC: 44, AC: 2               
RB: 29659, SB: 18392, TC: 44, AC: 2               
RB: 29659, SB: 18395, TC: 44, AC: 2               
RB: 29666, SB: 18397, TC: 44, AC: 2               
RB: 29666, SB: 18397, TC: 44, AC: 1               
RB: 29666, SB: 18397, TC: 45, AC: 2               
RB: 29666, SB: 18397, TC: 45, AC: 1               
RB: 29666, SB: 18397, TC: 46, AC: 2               
RB: 29673, SB: 18397, TC: 44, AC: 2               
RB: 29680, SB: 18400, TC: 44, AC: 2               
RB: 29680, SB: 18400, TC: 44, AC: 1               
RB: 29687, SB: 18403, TC: 44, AC: 1               
RB: 29694, SB: 18406, TC: 44, AC: 1               
RB: 29694, SB: 18406, TC: 44, AC: 0               
RB: 29694, SB: 18406, TC: 45, AC: 1               
RB: 29694, SB: 18406, TC: 44, AC: 0               
RB: 29694, SB: 18406, TC: 44, AC: 4294967295               
RB: 29694, SB: 18406, TC: 45, AC: 0               
RB: 29694, SB: 18406, TC: 45, AC: 0               
RB: 29694, SB: 18406, TC: 45, AC: 0               
RB: 30235, SB: 18694, TC: 45, AC: 1               
RB: 30235, SB: 18694, TC: 45, AC: 1               
RB: 30758, SB: 18694, TC: 46, AC: 2               
RB: 30758, SB: 18694, TC: 46, AC: 2               
RB: 30766, SB: 18998, TC: 46, AC: 2               
RB: 30796, SB: 18998, TC: 46, AC: 2               
RB: 30796, SB: 18998, TC: 46, AC: 1               
RB: 30803, SB: 19001, TC: 46, AC: 1               
RB: 30803, SB: 19001, TC: 46, AC: 0               
RB: 30803, SB: 19001, TC: 47, AC: 1               
RB: 30803, SB: 19001, TC: 47, AC: 1               
RB: 30803, SB: 19001, TC: 47, AC: 1               
RB: 31171, SB: 19289, TC: 47, AC: 2               
RB: 31171, SB: 19289, TC: 47, AC: 2               
RB: 31171, SB: 19289, TC: 47, AC: 2               
RB: 31757, SB: 19559, TC: 48, AC: 3               
RB: 31757, SB: 19559, TC: 48, AC: 3               
RB: 32264, SB: 19593, TC: 49, AC: 4               
RB: 32264, SB: 19593, TC: 49, AC: 4               
RB: 32379, SB: 20048, TC: 49, AC: 4               
RB: 32379, SB: 20048, TC: 49, AC: 3               
RB: 32386, SB: 20051, TC: 49, AC: 3               
RB: 32386, SB: 20051, TC: 49, AC: 2               
RB: 32386, SB: 20051, TC: 50, AC: 3               
RB: 32386, SB: 20051, TC: 50, AC: 3               
RB: 32386, SB: 20051, TC: 50, AC: 3               
RB: 32386, SB: 20051, TC: 50, AC: 3               
RB: 32754, SB: 20339, TC: 50, AC: 4               
RB: 32754, SB: 20339, TC: 50, AC: 4               
RB: 32754, SB: 20339, TC: 51, AC: 4               
RB: 32754, SB: 20339, TC: 51, AC: 4               
RB: 33378, SB: 20643, TC: 51, AC: 4               
RB: 33595, SB: 20933, TC: 51, AC: 4               
RB: 33732, SB: 21131, TC: 51, AC: 4               
RB: 33732, SB: 21131, TC: 51, AC: 3               
RB: 33829, SB: 21253, TC: 51, AC: 3               
RB: 33829, SB: 21256, TC: 51, AC: 3               
RB: 33836, SB: 21256, TC: 51, AC: 3               
RB: 33937, SB: 21386, TC: 51, AC: 3               
RB: 33944, SB: 21389, TC: 51, AC: 3               
RB: 33951, SB: 21392, TC: 51, AC: 3               
RB: 33958, SB: 21395, TC: 51, AC: 3               
RB: 33965, SB: 21398, TC: 51, AC: 3               
RB: 33965, SB: 21401, TC: 51, AC: 3               
RB: 33972, SB: 21401, TC: 51, AC: 3               
RB: 33979, SB: 21404, TC: 51, AC: 3               
RB: 33979, SB: 21407, TC: 51, AC: 3               
RB: 33986, SB: 21407, TC: 51, AC: 3               
RB: 33993, SB: 21410, TC: 51, AC: 3               
RB: 33993, SB: 21413, TC: 51, AC: 3               
RB: 34000, SB: 21413, TC: 51, AC: 3               
RB: 34007, SB: 21416, TC: 51, AC: 3               
RB: 34014, SB: 21419, TC: 51, AC: 3               
RB: 34021, SB: 21422, TC: 51, AC: 3               
RB: 34028, SB: 21425, TC: 51, AC: 3               
RB: 34035, SB: 21428, TC: 51, AC: 3               
RB: 34035, SB: 21431, TC: 51, AC: 3               
RB: 34042, SB: 21431, TC: 51, AC: 3               
RB: 34042, SB: 21434, TC: 51, AC: 3               
RB: 34049, SB: 21434, TC: 51, AC: 3               
RB: 34146, SB: 21434, TC: 51, AC: 3               
RB: 34146, SB: 21556, TC: 51, AC: 3               
RB: 34153, SB: 21559, TC: 51, AC: 3               
RB: 34253, SB: 21687, TC: 51, AC: 3               
RB: 34253, SB: 21690, TC: 51, AC: 3               
RB: 34260, SB: 21690, TC: 51, AC: 3               
RB: 34267, SB: 21693, TC: 51, AC: 3               
RB: 34267, SB: 21696, TC: 51, AC: 3               
RB: 34274, SB: 21696, TC: 51, AC: 3               
RB: 34281, SB: 21699, TC: 51, AC: 3               
RB: 34288, SB: 21702, TC: 51, AC: 3               
RB: 34288, SB: 21702, TC: 51, AC: 2               
RB: 34288, SB: 21702, TC: 52, AC: 3               
RB: 34288, SB: 21705, TC: 51, AC: 3               
RB: 34295, SB: 21705, TC: 51, AC: 3               
RB: 34295, SB: 21705, TC: 51, AC: 2               
RB: 34302, SB: 21708, TC: 51, AC: 2               
RB: 34302, SB: 21711, TC: 51, AC: 2               
RB: 34309, SB: 21711, TC: 51, AC: 2               
RB: 34309, SB: 21714, TC: 51, AC: 2               
RB: 34316, SB: 21714, TC: 51, AC: 2               
RB: 34323, SB: 21717, TC: 51, AC: 2               
RB: 34323, SB: 21717, TC: 51, AC: 2               
RB: 34323, SB: 21717, TC: 51, AC: 2               
RB: 34854, SB: 21987, TC: 52, AC: 3               
RB: 34884, SB: 22021, TC: 52, AC: 3               
RB: 34891, SB: 22024, TC: 52, AC: 3               
RB: 34891, SB: 22024, TC: 52, AC: 2               
RB: 34891, SB: 22024, TC: 53, AC: 3               
RB: 34938, SB: 22028, TC: 52, AC: 3               
RB: 34938, SB: 22028, TC: 52, AC: 2               
RB: 34938, SB: 22028, TC: 52, AC: 1               
RB: 34938, SB: 22028, TC: 53, AC: 2               
RB: 34985, SB: 22032, TC: 52, AC: 2               
RB: 34985, SB: 22032, TC: 52, AC: 1               
RB: 34992, SB: 22035, TC: 52, AC: 1               
RB: 34992, SB: 22035, TC: 52, AC: 0               
RB: 34992, SB: 22035, TC: 53, AC: 1               
RB: 34992, SB: 22035, TC: 53, AC: 0               
RB: 34992, SB: 22035, TC: 54, AC: 1               
RB: 34992, SB: 22035, TC: 54, AC: 0               
RB: 34992, SB: 22035, TC: 55, AC: 1               
RB: 34992, SB: 22035, TC: 52, AC: 0               





===========================

Time exceeded

===========================







Connection to a.pinggy.io closed by remote host.

